order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp
7,2,1,1,47,1,6,stimuli/animals/pigeon.jpg,Birds,1,47,stimuli/animals/bluejay.jpg,Birds,1,2
7,2,2,2,319,2,319,stimuli/tools/telescope.jpg,Household,2,315,stimuli/tools/generator.jpg,Devices,2,1
7,2,3,2,203,2,262,stimuli/tools/fishingpole.jpg,Household,2,203,stimuli/tools/chainsaw.jpg,Powertools,2,2
7,2,4,2,233,2,233,stimuli/tools/weedeater.jpg,Powertools,2,295,stimuli/tools/grill.jpg,Household,2,1
7,2,5,1,27,1,27,stimuli/animals/tortoise.jpg,ReptilesAmph,1,176,stimuli/animals/firebug.jpg,Invertebrates,1,1
7,2,6,1,28,1,110,stimuli/animals/beta.jpg,SeaDwellers,1,28,stimuli/animals/duck.jpg,Birds,1,2
7,2,7,1,153,1,153,stimuli/animals/hyena.jpg,Mammals,1,11,stimuli/animals/elephantafrican.jpg,Mammals,1,1
7,2,8,2,314,2,340,stimuli/tools/woodchipper.jpg,Powertools,2,314,stimuli/tools/circlecutter.jpg,Household,2,2
7,2,9,1,68,1,105,stimuli/animals/lizard.jpg,ReptilesAmph,1,68,stimuli/animals/camel.jpg,Mammals,1,2
7,2,10,2,254,2,311,stimuli/tools/curlingiron.jpg,Household,2,254,stimuli/tools/toaster.jpg,Household,2,2
7,2,11,1,79,1,79,stimuli/animals/deer.jpg,Mammals,1,30,stimuli/animals/pig.jpg,Mammals,1,1
7,2,12,1,52,1,52,stimuli/animals/otter.jpg,Mammals,1,91,stimuli/animals/bat.jpg,Mammals,1,1
7,2,13,2,288,2,288,stimuli/tools/snowbrush.jpg,Powertools,2,204,stimuli/tools/spoon.jpg,Household,2,1
7,2,14,2,329,2,329,stimuli/tools/auger.jpg,Toolbox,2,310,stimuli/tools/compass.jpg,Toolbox,2,1
7,2,15,2,218,2,218,stimuli/tools/drillbit.jpg,Powertools,2,307,stimuli/tools/anvil.jpg,Toolbox,2,1
7,2,16,1,1,1,130,stimuli/animals/grasshopper.jpg,Invertebrates,1,1,stimuli/animals/cat.jpg,Mammals,1,2
