order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp
7,2,17,2,346,2,354,stimuli/tools/typewriter.jpg,Household,2,346,stimuli/tools/bevelgauge.jpg,Devices,2,2
7,2,18,1,118,1,118,stimuli/animals/herring.jpg,SeaDwellers,1,173,stimuli/animals/phasmagigas.jpg,Invertebrates,1,1
7,2,19,2,323,2,193,stimuli/tools/clamp.jpg,Toolbox,2,323,stimuli/tools/weldershammer.jpg,Toolbox,2,2
7,2,20,2,214,2,214,stimuli/tools/toolbox.jpg,Toolbox,2,280,stimuli/tools/cheesegrater.jpg,Household,2,1
7,2,21,1,66,1,66,stimuli/animals/peacock.jpg,Birds,1,17,stimuli/animals/leopard.jpg,Mammals,1,1
7,2,22,2,272,2,272,stimuli/tools/sawblade.jpg,Toolbox,2,228,stimuli/tools/cuttingboard.jpg,Household,2,1
7,2,23,1,128,1,128,stimuli/animals/cod.jpg,SeaDwellers,1,60,stimuli/animals/alligator.jpg,ReptilesAmph,1,1
7,2,24,2,309,2,309,stimuli/tools/carabiner.jpg,Toolbox,2,182,stimuli/tools/pliers.jpg,Toolbox,2,1
7,2,25,2,201,2,278,stimuli/tools/tape.jpg,Household,2,201,stimuli/tools/electricdrill.jpg,Powertools,2,2
7,2,26,2,324,2,241,stimuli/tools/staplegun.jpg,Toolbox,2,324,stimuli/tools/lighterbic.jpg,Household,2,2
7,2,27,1,7,1,172,stimuli/animals/plantbug.jpg,Invertebrates,1,7,stimuli/animals/sheep.jpg,Mammals,1,2
7,2,28,2,274,2,249,stimuli/tools/kettle.jpg,Household,2,274,stimuli/tools/hairdryer.jpg,Household,2,2
7,2,29,2,217,2,281,stimuli/tools/file.jpg,Household,2,217,stimuli/tools/blower.jpg,Powertools,2,2
7,2,30,1,39,1,39,stimuli/animals/gorilla.jpg,Mammals,1,41,stimuli/animals/monkey.jpg,Mammals,1,1
7,2,31,2,352,2,352,stimuli/tools/jawsoflife.jpg,Toolbox,2,219,stimuli/tools/handsander.jpg,Powertools,2,1
7,2,32,1,142,1,149,stimuli/animals/quail.jpg,Birds,1,142,stimuli/animals/palmcockatoo.jpg,Birds,1,2
7,2,33,1,20,1,20,stimuli/animals/shrimp.jpg,SeaDwellers,1,33,stimuli/animals/cheetah.jpg,Mammals,1,1
7,2,34,1,74,1,89,stimuli/animals/dove.jpg,Birds,1,74,stimuli/animals/reindeer.jpg,Mammals,1,2
7,2,35,2,351,2,351,stimuli/tools/beaker.jpg,Household,2,312,stimuli/tools/pressuregauge.jpg,Toolbox,2,1
7,2,36,1,178,1,174,stimuli/animals/malaysianjunglenymph.jpg,Invertebrates,1,178,stimuli/animals/beetle.jpg,Invertebrates,1,2
7,2,37,2,248,2,191,stimuli/tools/ladder.jpg,Household,2,248,stimuli/tools/cart.jpg,Household,2,2
7,2,38,1,36,1,36,stimuli/animals/seal.jpg,SeaDwellers,1,44,stimuli/animals/mink.jpg,Mammals,1,1
7,2,39,2,289,2,289,stimuli/tools/sprinkler.jpg,Household,2,224,stimuli/tools/bucket.jpg,Household,2,1
7,2,40,1,51,1,51,stimuli/animals/meerkat.jpg,Mammals,1,117,stimuli/animals/cricket.jpg,Invertebrates,1,1
7,2,41,2,313,2,273,stimuli/tools/extensioncord.jpg,Household,2,313,stimuli/tools/airpump.jpg,Household,2,2
7,2,42,1,15,1,15,stimuli/animals/brown_bear.jpg,Mammals,1,136,stimuli/animals/iguana.jpg,ReptilesAmph,1,1
7,2,43,2,231,2,231,stimuli/tools/squeegee.jpg,Toolbox,2,245,stimuli/tools/padlock.jpg,Household,2,1
7,2,44,1,2,1,2,stimuli/animals/dog.jpg,Mammals,1,180,stimuli/animals/assassinbug.jpg,Invertebrates,1,1
7,2,45,2,357,2,342,stimuli/tools/crank.jpg,Toolbox,2,357,stimuli/tools/washboard.jpg,Household,2,2
7,2,46,2,266,2,266,stimuli/tools/workbench.jpg,Powertools,2,360,stimuli/tools/engine.jpg,Devices,2,1
7,2,47,1,9,1,9,stimuli/animals/rooster.jpg,Birds,1,88,stimuli/animals/blackleopard.jpg,Mammals,1,1
7,2,48,2,192,2,200,stimuli/tools/clippers.jpg,Toolbox,2,192,stimuli/tools/shovel.jpg,Household,2,2
7,2,49,1,57,1,49,stimuli/animals/llama.jpg,Mammals,1,57,stimuli/animals/kangaroo.jpg,Mammals,1,2
7,2,50,2,284,2,326,stimuli/tools/ropeandpulley.jpg,Household,2,284,stimuli/tools/nailgun.jpg,Powertools,2,2
7,2,51,1,98,1,90,stimuli/animals/manatee.jpg,SeaDwellers,1,98,stimuli/animals/wasp.jpg,Invertebrates,1,2
7,2,52,1,93,1,59,stimuli/animals/rainbowtrout.jpg,SeaDwellers,1,93,stimuli/animals/gerbil.jpg,Mammals,1,2
7,2,53,1,122,1,25,stimuli/animals/orangutan.jpg,Mammals,1,122,stimuli/animals/clownfish.jpg,SeaDwellers,1,2
7,2,54,2,237,2,301,stimuli/tools/electricsander.jpg,Powertools,2,237,stimuli/tools/computermouse.jpg,Devices,2,2
7,2,55,1,50,1,42,stimuli/animals/frog.jpg,ReptilesAmph,1,50,stimuli/animals/lobster.jpg,SeaDwellers,1,2
7,2,56,2,358,2,194,stimuli/tools/hoe.jpg,Toolbox,2,358,stimuli/tools/crutches.jpg,Household,2,2
7,2,57,1,132,1,43,stimuli/animals/flamingo.jpg,Birds,1,132,stimuli/animals/octopus.jpg,SeaDwellers,1,2
7,2,58,1,138,1,147,stimuli/animals/beardeddragon.jpg,ReptilesAmph,1,138,stimuli/animals/angelfish.jpg,SeaDwellers,1,2
7,2,59,2,271,2,271,stimuli/tools/oven.jpg,Household,2,243,stimuli/tools/tongs.jpg,Household,2,1
7,2,60,1,123,1,123,stimuli/animals/earthworm.jpg,Invertebrates,1,139,stimuli/animals/armadillo.jpg,Mammals,1,1
