order,conditionedCat,block,trial,stim_cat_num,stim_number,stim_name,stim_cat_superord,stim_oldnew,stim_firstphase
8,2,1,1,1,111,stimuli/animals/cockatiel.jpg,Birds,2,3
8,2,1,2,2,225,stimuli/tools/gardenhose.jpg,Household,1,1
8,2,1,3,2,193,stimuli/tools/clamp.jpg,Toolbox,2,3
8,2,1,4,1,165,stimuli/animals/caterpillar.jpg,Invertebrates,1,2
8,2,1,5,2,278,stimuli/tools/tape.jpg,Household,1,2
8,2,1,6,2,352,stimuli/tools/jawsoflife.jpg,Toolbox,2,3
8,2,1,7,1,133,stimuli/animals/stinkbug.jpg,Invertebrates,1,2
8,2,1,8,1,66,stimuli/animals/peacock.jpg,Birds,2,3
8,2,1,9,2,284,stimuli/tools/nailgun.jpg,Powertools,2,3
8,2,1,10,2,337,stimuli/tools/duffelbag.jpg,Household,2,3
8,2,1,11,1,157,stimuli/animals/mole.jpg,Mammals,1,2
8,2,1,12,1,106,stimuli/animals/seahorse.jpg,SeaDwellers,1,2
8,2,1,13,2,296,stimuli/tools/handdrill.jpg,Toolbox,2,3
8,2,1,14,1,149,stimuli/animals/quail.jpg,Birds,1,1
8,2,1,15,2,217,stimuli/tools/blower.jpg,Powertools,1,1
8,2,1,16,2,319,stimuli/tools/telescope.jpg,Household,2,3
8,2,1,17,2,305,stimuli/tools/whistle.jpg,Household,1,2
8,2,1,18,2,257,stimuli/tools/hairbrush.jpg,Household,2,3
8,2,1,19,1,80,stimuli/animals/heckcattle.jpg,Mammals,2,3
8,2,1,20,1,20,stimuli/animals/shrimp.jpg,SeaDwellers,2,3
8,2,1,21,2,185,stimuli/tools/circularsaw.jpg,Powertools,2,3
8,2,1,22,2,268,stimuli/tools/fan.jpg,Household,2,3
8,2,1,23,2,263,stimuli/tools/mixer.jpg,Household,1,2
8,2,1,24,NA,NA,stimuli/attention_check/white.jpg,NA,NA,NA
8,2,1,25,2,350,stimuli/tools/beadingtool.jpg,Toolbox,1,1
8,2,1,26,2,245,stimuli/tools/padlock.jpg,Household,1,1
8,2,1,27,1,109,stimuli/animals/starfish.jpg,SeaDwellers,2,3
8,2,1,28,1,159,stimuli/animals/tragopan.jpg,Birds,1,2
8,2,1,29,2,315,stimuli/tools/generator.jpg,Devices,2,3
8,2,1,30,2,344,stimuli/tools/lantern.jpg,Household,1,2
8,2,1,31,2,295,stimuli/tools/grill.jpg,Household,2,3
8,2,1,32,1,144,stimuli/animals/skunk.jpg,Mammals,1,1
8,2,1,33,1,172,stimuli/animals/plantbug.jpg,Invertebrates,2,3
8,2,1,34,2,277,stimuli/tools/spraybottle.jpg,Household,2,3
8,2,1,35,1,129,stimuli/animals/emu.jpg,Birds,1,2
8,2,1,36,2,354,stimuli/tools/typewriter.jpg,Household,2,3
8,2,1,37,1,46,stimuli/animals/pelican.jpg,Birds,1,2
8,2,1,38,2,264,stimuli/tools/mop.jpg,Household,2,3
8,2,1,39,1,101,stimuli/animals/ant.jpg,Invertebrates,2,3
8,2,1,40,2,203,stimuli/tools/chainsaw.jpg,Powertools,1,1
8,2,1,41,1,58,stimuli/animals/perch.jpg,SeaDwellers,1,2
8,2,1,42,2,261,stimuli/tools/caulkinggun.jpg,Household,2,3
8,2,1,43,1,107,stimuli/animals/bass.jpg,SeaDwellers,2,3
8,2,1,44,1,179,stimuli/animals/seaslug.jpg,SeaDwellers,2,3
8,2,1,45,1,89,stimuli/animals/dove.jpg,Birds,2,3
8,2,1,46,1,32,stimuli/animals/turtle.jpg,ReptilesAmph,1,1
8,2,1,47,1,55,stimuli/animals/crow.jpg,Birds,1,2
8,2,1,48,2,294,stimuli/tools/fertilzerspread.jpg,Household,1,2
8,2,1,49,2,226,stimuli/tools/transmissionwrench.jpg,Toolbox,2,3
8,2,1,50,1,22,stimuli/animals/giraffe.jpg,Mammals,2,3
8,2,1,51,2,232,stimuli/tools/umbrella.jpg,Household,1,1
8,2,1,52,2,213,stimuli/tools/sledgehammer.jpg,Toolbox,1,1
8,2,1,53,1,170,stimuli/animals/partridge.jpg,Birds,1,2
8,2,1,54,1,139,stimuli/animals/armadillo.jpg,Mammals,2,3
8,2,1,55,2,345,stimuli/tools/sewingmachine.jpg,Household,1,2
8,2,1,56,1,161,stimuli/animals/catfish.jpg,SeaDwellers,2,3
8,2,1,57,2,266,stimuli/tools/workbench.jpg,Powertools,2,3
8,2,1,58,1,141,stimuli/animals/gecko.jpg,ReptilesAmph,2,3
8,2,1,59,1,168,stimuli/animals/bushdog.jpg,Mammals,2,3
8,2,1,60,2,292,stimuli/tools/burnisher.jpg,Toolbox,1,2
8,2,1,61,2,186,stimuli/tools/drill.jpg,Powertools,1,2
8,2,2,62,1,164,stimuli/animals/shieldbug.jpg,Invertebrates,1,1
8,2,2,63,2,314,stimuli/tools/circlecutter.jpg,Household,2,3
8,2,2,64,1,146,stimuli/animals/anteater.jpg,Mammals,2,3
8,2,2,65,1,56,stimuli/animals/donkey.jpg,Mammals,1,1
8,2,2,66,2,302,stimuli/tools/pencilsharpener.jpg,Devices,1,2
8,2,2,67,1,147,stimuli/animals/beardeddragon.jpg,ReptilesAmph,1,2
8,2,2,68,NA,NA,stimuli/attention_check/white.jpg,NA,NA,NA
8,2,2,69,1,150,stimuli/animals/millipede.jpg,Invertebrates,1,1
8,2,2,70,1,114,stimuli/animals/snapper.jpg,SeaDwellers,1,1
8,2,2,71,1,64,stimuli/animals/marmot.jpg,Mammals,2,3
8,2,2,72,1,73,stimuli/animals/pike.jpg,SeaDwellers,1,1
8,2,2,73,1,7,stimuli/animals/sheep.jpg,Mammals,1,1
8,2,2,74,2,322,stimuli/tools/walker.jpg,Household,2,3
8,2,2,75,1,28,stimuli/animals/duck.jpg,Birds,1,2
8,2,2,76,1,148,stimuli/animals/cranebug.jpg,Invertebrates,1,2
8,2,2,77,1,45,stimuli/animals/moose.jpg,Mammals,2,3
8,2,2,78,2,235,stimuli/tools/bottleopener.jpg,Household,1,1
8,2,2,79,2,241,stimuli/tools/staplegun.jpg,Toolbox,2,3
8,2,2,80,1,173,stimuli/animals/phasmagigas.jpg,Invertebrates,2,3
8,2,2,81,2,339,stimuli/tools/weldinghelmet.jpg,Toolbox,1,1
8,2,2,82,1,41,stimuli/animals/monkey.jpg,Mammals,2,3
8,2,2,83,1,25,stimuli/animals/orangutan.jpg,Mammals,1,1
8,2,2,84,1,53,stimuli/animals/baldeagle.jpg,Birds,2,3
8,2,2,85,2,227,stimuli/tools/wateringcan.jpg,Household,1,2
8,2,2,86,2,255,stimuli/tools/dremel.jpg,Toolbox,2,3
8,2,2,87,1,154,stimuli/animals/mahimahi.jpg,SeaDwellers,2,3
8,2,2,88,1,138,stimuli/animals/angelfish.jpg,SeaDwellers,1,1
8,2,2,89,2,224,stimuli/tools/bucket.jpg,Household,2,3
8,2,2,90,2,272,stimuli/tools/sawblade.jpg,Toolbox,1,2
8,2,2,91,1,155,stimuli/animals/balloonfish.jpg,SeaDwellers,1,2
8,2,2,92,2,316,stimuli/tools/grapplinghook.jpg,Toolbox,1,1
8,2,2,93,2,209,stimuli/tools/broom.jpg,Household,1,1
8,2,2,94,2,196,stimuli/tools/pruner.jpg,Toolbox,2,3
8,2,2,95,2,271,stimuli/tools/oven.jpg,Household,1,2
8,2,2,96,2,234,stimuli/tools/whisk.jpg,Household,2,3
8,2,2,97,2,333,stimuli/tools/treadmill.jpg,Devices,1,1
8,2,2,98,1,39,stimuli/animals/gorilla.jpg,Mammals,1,2
8,2,2,99,2,298,stimuli/tools/paintgun.jpg,Powertools,2,3
8,2,2,100,1,102,stimuli/animals/ferret.jpg,Mammals,1,1
8,2,2,101,1,21,stimuli/animals/wolf.jpg,Mammals,1,2
8,2,2,102,1,153,stimuli/animals/hyena.jpg,Mammals,2,3
8,2,2,103,2,258,stimuli/tools/pizzacutter.jpg,Household,2,3
8,2,2,104,2,300,stimuli/tools/digitalcamera.jpg,Devices,1,1
8,2,2,105,1,54,stimuli/animals/bison.jpg,Mammals,2,3
8,2,2,106,1,16,stimuli/animals/dolphin.jpg,SeaDwellers,1,2
8,2,2,107,1,10,stimuli/animals/chicken.jpg,Birds,1,1
8,2,2,108,1,130,stimuli/animals/grasshopper.jpg,Invertebrates,2,3
8,2,2,109,2,239,stimuli/tools/iron.jpg,Household,2,3
8,2,2,110,2,222,stimuli/tools/measuringcups.jpg,Household,2,3
8,2,2,111,2,267,stimuli/tools/corkscrew.jpg,Household,1,1
8,2,2,112,2,299,stimuli/tools/coathanger.jpg,Household,2,3
8,2,2,113,2,274,stimuli/tools/hairdryer.jpg,Household,1,2
8,2,2,114,1,44,stimuli/animals/mink.jpg,Mammals,2,3
8,2,2,115,2,293,stimuli/tools/calculator.jpg,Devices,2,3
8,2,2,116,1,124,stimuli/animals/koi.jpg,SeaDwellers,2,3
8,2,2,117,2,285,stimuli/tools/pick.jpg,Toolbox,2,3
8,2,2,118,1,174,stimuli/animals/malaysianjunglenymph.jpg,Invertebrates,1,1
8,2,2,119,2,356,stimuli/tools/videogamecontroller.jpg,Devices,1,1
8,2,2,120,2,256,stimuli/tools/drillpress.jpg,Powertools,1,2
8,2,2,121,1,78,stimuli/animals/canary.jpg,Birds,2,3
8,2,2,122,2,240,stimuli/tools/rollingpin.jpg,Household,1,1
8,2,3,123,1,123,stimuli/animals/earthworm.jpg,Invertebrates,1,1
8,2,3,124,1,118,stimuli/animals/herring.jpg,SeaDwellers,2,3
8,2,3,125,2,198,stimuli/tools/electricbreaker.jpg,Powertools,2,3
8,2,3,126,2,230,stimuli/tools/sponge.jpg,Household,1,2
8,2,3,127,2,220,stimuli/tools/jumpercables.jpg,Toolbox,2,3
8,2,3,128,2,312,stimuli/tools/pressuregauge.jpg,Toolbox,2,3
