order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp
5,2,38,1,109,1,99,stimuli/animals/waterdragon.jpg,ReptilesAmph,1,109,stimuli/animals/starfish.jpg,SeaDwellers,1,2
5,2,39,2,233,2,233,stimuli/tools/weedeater.jpg,Powertools,2,303,stimuli/tools/stethoscope.jpg,Household,2,1
5,2,40,2,192,2,192,stimuli/tools/shovel.jpg,Household,2,199,stimuli/tools/vicegrips.jpg,Toolbox,2,1
5,2,41,1,18,1,18,stimuli/animals/macaw.jpg,Birds,1,43,stimuli/animals/flamingo.jpg,Birds,1,1
5,2,42,2,300,2,239,stimuli/tools/iron.jpg,Household,2,300,stimuli/tools/digitalcamera.jpg,Devices,2,2
5,2,43,1,73,1,24,stimuli/animals/mouse.jpg,Mammals,1,73,stimuli/animals/pike.jpg,SeaDwellers,1,2
5,2,44,2,351,2,215,stimuli/tools/trowel.jpg,Toolbox,2,351,stimuli/tools/beaker.jpg,Household,2,2
5,2,45,2,253,2,253,stimuli/tools/pencil.jpg,Household,2,247,stimuli/tools/razorblade.jpg,Household,2,1
5,2,46,1,103,1,103,stimuli/animals/prayingmantis.jpg,Invertebrates,1,12,stimuli/animals/racoon.jpg,Mammals,1,1
5,2,47,1,123,1,123,stimuli/animals/earthworm.jpg,Invertebrates,1,32,stimuli/animals/turtle.jpg,ReptilesAmph,1,1
5,2,48,1,38,1,63,stimuli/animals/marlin.jpg,SeaDwellers,1,38,stimuli/animals/fox.jpg,Mammals,1,2
5,2,49,2,278,2,287,stimuli/tools/scale.jpg,Household,2,278,stimuli/tools/tape.jpg,Household,2,2
5,2,50,1,46,1,46,stimuli/animals/pelican.jpg,Birds,1,160,stimuli/animals/aardvark.jpg,Mammals,1,1
5,2,51,2,240,2,240,stimuli/tools/rollingpin.jpg,Household,2,333,stimuli/tools/treadmill.jpg,Devices,2,1
5,2,52,1,152,1,152,stimuli/animals/clam.jpg,SeaDwellers,1,68,stimuli/animals/camel.jpg,Mammals,1,1
5,2,53,2,258,2,236,stimuli/tools/chisel.jpg,Toolbox,2,258,stimuli/tools/pizzacutter.jpg,Household,2,2
5,2,54,1,172,1,172,stimuli/animals/plantbug.jpg,Invertebrates,1,77,stimuli/animals/watusi.jpg,Mammals,1,1
5,2,55,2,334,2,353,stimuli/tools/television.jpg,Devices,2,334,stimuli/tools/tubeflaring.jpg,Toolbox,2,2
5,2,56,1,111,1,111,stimuli/animals/cockatiel.jpg,Birds,1,179,stimuli/animals/seaslug.jpg,SeaDwellers,1,1
5,2,57,1,84,1,13,stimuli/animals/shark.jpg,SeaDwellers,1,84,stimuli/animals/goldfish.jpg,SeaDwellers,1,2
5,2,58,1,106,1,31,stimuli/animals/ram.jpg,Mammals,1,106,stimuli/animals/seahorse.jpg,SeaDwellers,1,2
5,2,59,2,335,2,332,stimuli/tools/reflexhammer.jpg,Household,2,335,stimuli/tools/binoculars.jpg,Household,2,2
5,2,60,1,42,1,90,stimuli/animals/manatee.jpg,SeaDwellers,1,42,stimuli/animals/frog.jpg,ReptilesAmph,1,2
