order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp
6,2,45,1,179,1,170,stimuli/animals/partridge.jpg,Birds,1,179,stimuli/animals/seaslug.jpg,SeaDwellers,1,2
6,2,46,2,208,2,208,stimuli/tools/stapler.jpg,Household,2,226,stimuli/tools/transmissionwrench.jpg,Toolbox,2,1
6,2,47,2,339,2,247,stimuli/tools/razorblade.jpg,Household,2,339,stimuli/tools/weldinghelmet.jpg,Toolbox,2,2
6,2,48,2,187,2,213,stimuli/tools/sledgehammer.jpg,Toolbox,2,187,stimuli/tools/saw.jpg,Toolbox,2,2
6,2,49,1,166,1,166,stimuli/animals/ibises.jpg,Birds,1,88,stimuli/animals/blackleopard.jpg,Mammals,1,1
6,2,50,1,89,1,89,stimuli/animals/dove.jpg,Birds,1,48,stimuli/animals/hippo.jpg,Mammals,1,1
6,2,51,2,196,2,327,stimuli/tools/sparkplug.jpg,Toolbox,2,196,stimuli/tools/pruner.jpg,Toolbox,2,2
6,2,52,1,119,1,135,stimuli/animals/highlandcow.jpg,Mammals,1,119,stimuli/animals/stickinsect.jpg,Invertebrates,1,2
6,2,53,2,199,2,199,stimuli/tools/vicegrips.jpg,Toolbox,2,236,stimuli/tools/chisel.jpg,Toolbox,2,1
6,2,54,2,348,2,351,stimuli/tools/beaker.jpg,Household,2,348,stimuli/tools/carpetblower.jpg,Powertools,2,2
6,2,55,1,5,1,5,stimuli/animals/horse.jpg,Mammals,1,101,stimuli/animals/ant.jpg,Invertebrates,1,1
6,2,56,2,240,2,240,stimuli/tools/rollingpin.jpg,Household,2,290,stimuli/tools/stroller.jpg,Household,2,1
6,2,57,1,105,1,105,stimuli/animals/lizard.jpg,ReptilesAmph,1,133,stimuli/animals/stinkbug.jpg,Invertebrates,1,1
6,2,58,2,238,2,207,stimuli/tools/ducttape.jpg,Household,2,238,stimuli/tools/edger.jpg,Powertools,2,2
6,2,59,2,287,2,343,stimuli/tools/duster.jpg,Household,2,287,stimuli/tools/scale.jpg,Household,2,2
6,2,60,2,269,2,269,stimuli/tools/magnifyingglass.jpg,Household,2,203,stimuli/tools/chainsaw.jpg,Powertools,2,1
