order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_name_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp,corr_image,corr_reward
4,1,13,1,35,stimuli/animals/salmon.jpg,1,35,stimuli/animals/salmon.jpg,SeaDwellers,1,69,stimuli/animals/porcupine.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
4,1,14,2,310,stimuli/tools/compass.jpg,2,310,stimuli/tools/compass.jpg,Toolbox,2,247,stimuli/tools/razorblade.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
4,1,15,2,330,stimuli/tools/foodprocessor.jpg,2,262,stimuli/tools/fishingpole.jpg,Household,2,330,stimuli/tools/foodprocessor.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
4,1,16,1,98,stimuli/animals/wasp.jpg,1,98,stimuli/animals/wasp.jpg,Invertebrates,1,123,stimuli/animals/earthworm.jpg,Invertebrates,1,1,stimuli/cues/cue_green.jpg,5
4,1,17,1,70,stimuli/animals/bumblebee.jpg,1,70,stimuli/animals/bumblebee.jpg,Invertebrates,1,78,stimuli/animals/canary.jpg,Birds,1,1,stimuli/cues/cue_green.jpg,5
4,1,18,2,209,stimuli/tools/broom.jpg,2,284,stimuli/tools/nailgun.jpg,Powertools,2,209,stimuli/tools/broom.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
4,1,19,1,11,stimuli/animals/elephantafrican.jpg,1,11,stimuli/animals/elephantafrican.jpg,Mammals,1,157,stimuli/animals/mole.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
4,1,20,1,177,stimuli/animals/rosechafer.jpg,1,6,stimuli/animals/pigeon.jpg,Birds,1,177,stimuli/animals/rosechafer.jpg,Invertebrates,1,2,stimuli/cues/cue_green.jpg,5
4,1,21,2,355,stimuli/tools/telephone.jpg,2,355,stimuli/tools/telephone.jpg,Devices,2,239,stimuli/tools/iron.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
4,1,22,2,339,stimuli/tools/weldinghelmet.jpg,2,181,stimuli/tools/hammer.jpg,Toolbox,2,339,stimuli/tools/weldinghelmet.jpg,Toolbox,2,2,stimuli/cues/cue_white.jpg,1
4,1,23,1,115,stimuli/animals/boar.jpg,1,42,stimuli/animals/frog.jpg,ReptilesAmph,1,115,stimuli/animals/boar.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
4,1,24,1,68,stimuli/animals/camel.jpg,1,176,stimuli/animals/firebug.jpg,Invertebrates,1,68,stimuli/animals/camel.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
4,1,25,1,81,stimuli/animals/ostrich.jpg,1,15,stimuli/animals/brown_bear.jpg,Mammals,1,81,stimuli/animals/ostrich.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
4,1,26,2,254,stimuli/tools/toaster.jpg,2,265,stimuli/tools/planer.jpg,Toolbox,2,254,stimuli/tools/toaster.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
4,1,27,2,206,stimuli/tools/monkeywrench.jpg,2,206,stimuli/tools/monkeywrench.jpg,Toolbox,2,291,stimuli/tools/battery.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
4,1,28,2,203,stimuli/tools/chainsaw.jpg,2,203,stimuli/tools/chainsaw.jpg,Powertools,2,196,stimuli/tools/pruner.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
4,1,29,1,122,stimuli/animals/clownfish.jpg,1,56,stimuli/animals/donkey.jpg,Mammals,1,122,stimuli/animals/clownfish.jpg,SeaDwellers,1,2,stimuli/cues/cue_green.jpg,5
4,1,30,1,160,stimuli/animals/aardvark.jpg,1,160,stimuli/animals/aardvark.jpg,Mammals,1,179,stimuli/animals/seaslug.jpg,SeaDwellers,1,1,stimuli/cues/cue_green.jpg,5
4,1,31,2,260,stimuli/tools/carjack.jpg,2,260,stimuli/tools/carjack.jpg,Toolbox,2,293,stimuli/tools/calculator.jpg,Devices,2,1,stimuli/cues/cue_white.jpg,1
4,1,32,1,28,stimuli/animals/duck.jpg,1,45,stimuli/animals/moose.jpg,Mammals,1,28,stimuli/animals/duck.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
4,1,33,2,227,stimuli/tools/wateringcan.jpg,2,227,stimuli/tools/wateringcan.jpg,Household,2,348,stimuli/tools/carpetblower.jpg,Powertools,2,1,stimuli/cues/cue_white.jpg,1
4,1,34,1,119,stimuli/animals/stickinsect.jpg,1,146,stimuli/animals/anteater.jpg,Mammals,1,119,stimuli/animals/stickinsect.jpg,Invertebrates,1,2,stimuli/cues/cue_green.jpg,5
4,1,35,1,141,stimuli/animals/gecko.jpg,1,141,stimuli/animals/gecko.jpg,ReptilesAmph,1,170,stimuli/animals/partridge.jpg,Birds,1,1,stimuli/cues/cue_green.jpg,5
4,1,36,2,313,stimuli/tools/airpump.jpg,2,313,stimuli/tools/airpump.jpg,Household,2,321,stimuli/tools/tirespoon.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
4,1,37,1,173,stimuli/animals/phasmagigas.jpg,1,126,stimuli/animals/redpanda.jpg,Mammals,1,173,stimuli/animals/phasmagigas.jpg,Invertebrates,1,2,stimuli/cues/cue_green.jpg,5
4,1,38,2,322,stimuli/tools/walker.jpg,2,270,stimuli/tools/microscope.jpg,Household,2,322,stimuli/tools/walker.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
4,1,39,2,350,stimuli/tools/beadingtool.jpg,2,350,stimuli/tools/beadingtool.jpg,Toolbox,2,257,stimuli/tools/hairbrush.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
4,1,40,1,44,stimuli/animals/mink.jpg,1,44,stimuli/animals/mink.jpg,Mammals,1,112,stimuli/animals/crab.jpg,SeaDwellers,1,1,stimuli/cues/cue_green.jpg,5
4,1,41,2,188,stimuli/tools/bolt.jpg,2,188,stimuli/tools/bolt.jpg,Toolbox,2,357,stimuli/tools/washboard.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
4,1,42,1,34,stimuli/animals/owl.jpg,1,39,stimuli/animals/gorilla.jpg,Mammals,1,34,stimuli/animals/owl.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
4,1,43,2,194,stimuli/tools/hoe.jpg,2,194,stimuli/tools/hoe.jpg,Toolbox,2,277,stimuli/tools/spraybottle.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
4,1,44,2,224,stimuli/tools/bucket.jpg,2,224,stimuli/tools/bucket.jpg,Household,2,273,stimuli/tools/extensioncord.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
4,1,45,1,167,stimuli/animals/leafinsect.jpg,1,167,stimuli/animals/leafinsect.jpg,Invertebrates,1,164,stimuli/animals/shieldbug.jpg,Invertebrates,1,1,stimuli/cues/cue_green.jpg,5
4,1,46,2,185,stimuli/tools/circularsaw.jpg,2,286,stimuli/tools/sander.jpg,Toolbox,2,185,stimuli/tools/circularsaw.jpg,Powertools,2,2,stimuli/cues/cue_white.jpg,1
4,1,47,1,84,stimuli/animals/goldfish.jpg,1,132,stimuli/animals/octopus.jpg,SeaDwellers,1,84,stimuli/animals/goldfish.jpg,SeaDwellers,1,2,stimuli/cues/cue_green.jpg,5
4,1,48,2,342,stimuli/tools/crank.jpg,2,340,stimuli/tools/woodchipper.jpg,Powertools,2,342,stimuli/tools/crank.jpg,Toolbox,2,2,stimuli/cues/cue_white.jpg,1
4,1,49,2,191,stimuli/tools/ladder.jpg,2,253,stimuli/tools/pencil.jpg,Household,2,191,stimuli/tools/ladder.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
4,1,50,1,106,stimuli/animals/seahorse.jpg,1,106,stimuli/animals/seahorse.jpg,SeaDwellers,1,13,stimuli/animals/shark.jpg,SeaDwellers,1,1,stimuli/cues/cue_green.jpg,5
4,1,51,2,241,stimuli/tools/staplegun.jpg,2,221,stimuli/tools/lawnmower.jpg,Household,2,241,stimuli/tools/staplegun.jpg,Toolbox,2,2,stimuli/cues/cue_white.jpg,1
4,1,52,1,16,stimuli/animals/dolphin.jpg,1,16,stimuli/animals/dolphin.jpg,SeaDwellers,1,31,stimuli/animals/ram.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
4,1,53,2,249,stimuli/tools/kettle.jpg,2,210,stimuli/tools/glove.jpg,Household,2,249,stimuli/tools/kettle.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
4,1,54,1,139,stimuli/animals/armadillo.jpg,1,139,stimuli/animals/armadillo.jpg,Mammals,1,178,stimuli/animals/beetle.jpg,Invertebrates,1,1,stimuli/cues/cue_green.jpg,5
4,1,55,2,212,stimuli/tools/scissors.jpg,2,212,stimuli/tools/scissors.jpg,Toolbox,2,205,stimuli/tools/wheelbarrow.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
4,1,56,2,223,stimuli/tools/rake.jpg,2,289,stimuli/tools/sprinkler.jpg,Household,2,223,stimuli/tools/rake.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
4,1,57,1,30,stimuli/animals/pig.jpg,1,104,stimuli/animals/lemur.jpg,Mammals,1,30,stimuli/animals/pig.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
4,1,58,1,97,stimuli/animals/hedgehog.jpg,1,96,stimuli/animals/toucan.jpg,Birds,1,97,stimuli/animals/hedgehog.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
4,1,59,1,130,stimuli/animals/grasshopper.jpg,1,130,stimuli/animals/grasshopper.jpg,Invertebrates,1,17,stimuli/animals/leopard.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
4,1,60,1,74,stimuli/animals/reindeer.jpg,1,18,stimuli/animals/macaw.jpg,Birds,1,74,stimuli/animals/reindeer.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
