order,conditionedCat,block,trial,stim_cat_num,stim_number,stim_name,stim_cat_superord,stim_oldnew,stim_firstphase
1,1,2,73,1,84,stimuli/animals/goldfish.jpg,SeaDwellers,2,3
1,1,2,74,1,27,stimuli/animals/tortoise.jpg,ReptilesAmph,2,3
1,1,2,75,2,249,stimuli/tools/kettle.jpg,Household,2,3
1,1,2,76,1,158,stimuli/animals/pachnoda.jpg,Invertebrates,2,3
1,1,2,77,2,342,stimuli/tools/crank.jpg,Toolbox,1,1
1,1,2,78,1,166,stimuli/animals/ibises.jpg,Birds,1,1
1,1,2,79,NA,NA,stimuli/attention_check/white.jpg,NA,NA,NA
1,1,2,80,1,144,stimuli/animals/skunk.jpg,Mammals,2,3
1,1,2,81,1,127,stimuli/animals/slug.jpg,Invertebrates,2,3
1,1,2,82,2,357,stimuli/tools/washboard.jpg,Household,2,3
1,1,2,83,1,111,stimuli/animals/cockatiel.jpg,Birds,1,2
1,1,2,84,2,235,stimuli/tools/bottleopener.jpg,Household,2,3
1,1,2,85,1,11,stimuli/animals/elephantafrican.jpg,Mammals,1,2
1,1,2,86,2,358,stimuli/tools/crutches.jpg,Household,1,1
1,1,2,87,2,237,stimuli/tools/computermouse.jpg,Devices,2,3
1,1,2,88,2,233,stimuli/tools/weedeater.jpg,Powertools,2,3
1,1,2,89,1,99,stimuli/animals/waterdragon.jpg,ReptilesAmph,2,3
1,1,2,90,2,189,stimuli/tools/measuringtape.jpg,Toolbox,1,2
1,1,2,91,2,258,stimuli/tools/pizzacutter.jpg,Household,1,2
1,1,2,92,1,115,stimuli/animals/boar.jpg,Mammals,2,3
1,1,2,93,2,291,stimuli/tools/battery.jpg,Household,1,2
1,1,2,94,1,179,stimuli/animals/seaslug.jpg,SeaDwellers,1,2
1,1,2,95,2,299,stimuli/tools/coathanger.jpg,Household,1,1
1,1,2,96,1,133,stimuli/animals/stinkbug.jpg,Invertebrates,1,2
1,1,2,97,1,83,stimuli/animals/dramaderry.jpg,Mammals,1,2
1,1,2,98,2,314,stimuli/tools/circlecutter.jpg,Household,2,3
1,1,2,99,1,64,stimuli/animals/marmot.jpg,Mammals,1,2
1,1,2,100,1,59,stimuli/animals/rainbowtrout.jpg,SeaDwellers,2,3
1,1,2,101,2,303,stimuli/tools/stethoscope.jpg,Household,2,3
1,1,2,102,1,15,stimuli/animals/brown_bear.jpg,Mammals,1,1
1,1,2,103,2,211,stimuli/tools/paintbrush.jpg,Household,1,2
1,1,2,104,1,14,stimuli/animals/tiger.jpg,Mammals,1,1
1,1,2,105,2,334,stimuli/tools/tubeflaring.jpg,Toolbox,2,3
1,1,2,106,1,39,stimuli/animals/gorilla.jpg,Mammals,2,3
1,1,2,107,2,316,stimuli/tools/grapplinghook.jpg,Toolbox,1,2
1,1,2,108,2,279,stimuli/tools/headphones.jpg,Devices,1,1
1,1,2,109,1,7,stimuli/animals/sheep.jpg,Mammals,2,3
1,1,2,110,2,281,stimuli/tools/file.jpg,Household,1,1
1,1,2,111,2,254,stimuli/tools/toaster.jpg,Household,2,3
1,1,2,112,2,252,stimuli/tools/paintroller.jpg,Household,1,1
1,1,2,113,2,319,stimuli/tools/telescope.jpg,Household,1,1
1,1,2,114,2,356,stimuli/tools/videogamecontroller.jpg,Devices,1,1
1,1,2,115,1,107,stimuli/animals/bass.jpg,SeaDwellers,2,3
1,1,2,116,1,168,stimuli/animals/bushdog.jpg,Mammals,2,3
1,1,2,117,1,103,stimuli/animals/prayingmantis.jpg,Invertebrates,2,3
1,1,2,118,1,122,stimuli/animals/clownfish.jpg,SeaDwellers,1,1
1,1,2,119,1,118,stimuli/animals/herring.jpg,SeaDwellers,2,3
1,1,2,120,1,148,stimuli/animals/cranebug.jpg,Invertebrates,1,1
1,1,2,121,2,265,stimuli/tools/planer.jpg,Toolbox,1,2
1,1,2,122,2,270,stimuli/tools/microscope.jpg,Household,1,2
1,1,3,123,2,327,stimuli/tools/sparkplug.jpg,Toolbox,2,3
1,1,3,124,1,19,stimuli/animals/panda.jpg,Mammals,2,3
1,1,3,125,1,24,stimuli/animals/mouse.jpg,Mammals,2,3
1,1,3,126,1,165,stimuli/animals/caterpillar.jpg,Invertebrates,1,2
1,1,3,127,2,209,stimuli/tools/broom.jpg,Household,1,2
1,1,3,128,2,195,stimuli/tools/level.jpg,Toolbox,1,2
1,1,3,129,2,335,stimuli/tools/binoculars.jpg,Household,2,3
1,1,3,130,1,8,stimuli/animals/lion.jpg,Mammals,2,3
1,1,3,131,2,181,stimuli/tools/hammer.jpg,Toolbox,1,2
1,1,3,132,1,1,stimuli/animals/cat.jpg,Mammals,1,2
1,1,3,133,2,253,stimuli/tools/pencil.jpg,Household,2,3
1,1,3,134,1,73,stimuli/animals/pike.jpg,SeaDwellers,2,3
1,1,3,135,2,199,stimuli/tools/vicegrips.jpg,Toolbox,2,3
1,1,3,136,1,5,stimuli/animals/horse.jpg,Mammals,1,2
1,1,3,137,2,220,stimuli/tools/jumpercables.jpg,Toolbox,1,2
1,1,3,138,2,187,stimuli/tools/saw.jpg,Toolbox,2,3
1,1,3,139,1,178,stimuli/animals/beetle.jpg,Invertebrates,2,3
1,1,3,140,1,37,stimuli/animals/baboon.jpg,Mammals,1,1
1,1,3,141,NA,NA,stimuli/attention_check/white.jpg,NA,NA,NA
1,1,3,142,2,292,stimuli/tools/burnisher.jpg,Toolbox,2,3
1,1,3,143,2,345,stimuli/tools/sewingmachine.jpg,Household,2,3
1,1,3,144,1,138,stimuli/animals/angelfish.jpg,SeaDwellers,2,3
1,1,3,145,1,143,stimuli/animals/salamander.jpg,ReptilesAmph,1,1
1,1,3,146,2,246,stimuli/tools/plunger.jpg,Household,2,3
1,1,3,147,2,223,stimuli/tools/rake.jpg,Household,2,3
1,1,3,148,2,311,stimuli/tools/curlingiron.jpg,Household,2,3
1,1,3,149,1,50,stimuli/animals/lobster.jpg,SeaDwellers,1,1
1,1,3,150,2,320,stimuli/tools/tirespoon.jpg,Toolbox,1,1
1,1,3,151,2,262,stimuli/tools/fishingpole.jpg,Household,1,2
1,1,3,152,2,224,stimuli/tools/bucket.jpg,Household,2,3
1,1,3,153,1,9,stimuli/animals/rooster.jpg,Birds,2,3
1,1,3,154,1,163,stimuli/animals/redpalmweevil.jpg,Invertebrates,1,2
1,1,3,155,1,177,stimuli/animals/rosechafer.jpg,Invertebrates,2,3
1,1,3,156,1,140,stimuli/animals/crane.jpg,Birds,1,1
1,1,3,157,2,266,stimuli/tools/workbench.jpg,Powertools,2,3
1,1,3,158,2,284,stimuli/tools/nailgun.jpg,Powertools,2,3
1,1,3,159,2,355,stimuli/tools/telephone.jpg,Devices,2,3
1,1,3,160,1,54,stimuli/animals/bison.jpg,Mammals,2,3
1,1,3,161,1,105,stimuli/animals/lizard.jpg,ReptilesAmph,1,2
1,1,3,162,2,322,stimuli/tools/walker.jpg,Household,2,3
1,1,3,163,1,65,stimuli/animals/minnow.jpg,SeaDwellers,1,1
1,1,3,164,2,310,stimuli/tools/compass.jpg,Toolbox,2,3
1,1,3,165,1,18,stimuli/animals/macaw.jpg,Birds,1,1
1,1,3,166,2,346,stimuli/tools/bevelgauge.jpg,Devices,2,3
1,1,3,167,1,104,stimuli/animals/lemur.jpg,Mammals,1,2
1,1,3,168,2,204,stimuli/tools/spoon.jpg,Household,1,2
1,1,3,169,2,305,stimuli/tools/whistle.jpg,Household,2,3
1,1,3,170,2,229,stimuli/tools/hedgeshears.jpg,Powertools,2,3
1,1,3,171,2,205,stimuli/tools/wheelbarrow.jpg,Household,1,1
1,1,3,172,1,55,stimuli/animals/crow.jpg,Birds,1,2
1,1,3,173,1,80,stimuli/animals/heckcattle.jpg,Mammals,1,2
1,1,3,174,2,331,stimuli/tools/gentssaw.jpg,Toolbox,1,2
1,1,3,175,2,308,stimuli/tools/blender.jpg,Household,1,2
1,1,3,176,1,125,stimuli/animals/ladybug.jpg,Invertebrates,2,3
1,1,3,177,1,3,stimuli/animals/rabbit.jpg,Mammals,2,3
1,1,3,178,2,296,stimuli/tools/handdrill.jpg,Toolbox,1,1
1,1,3,179,2,191,stimuli/tools/ladder.jpg,Household,1,2
1,1,3,180,2,212,stimuli/tools/scissors.jpg,Toolbox,1,1
1,1,3,181,2,329,stimuli/tools/auger.jpg,Toolbox,2,3
1,1,3,182,1,149,stimuli/animals/quail.jpg,Birds,1,2
1,1,3,183,1,132,stimuli/animals/octopus.jpg,SeaDwellers,1,1
1,1,4,184,1,119,stimuli/animals/stickinsect.jpg,Invertebrates,1,1
1,1,4,185,1,23,stimuli/animals/mountainsheep.jpg,Mammals,2,3
1,1,4,186,2,190,stimuli/tools/ruler.jpg,Household,2,3
1,1,4,187,1,173,stimuli/animals/phasmagigas.jpg,Invertebrates,2,3
1,1,4,188,2,228,stimuli/tools/cuttingboard.jpg,Household,1,2
1,1,4,189,2,244,stimuli/tools/mallet.jpg,Toolbox,1,2
1,1,4,190,1,114,stimuli/animals/snapper.jpg,SeaDwellers,1,1
1,1,4,191,1,82,stimuli/animals/yak.jpg,Mammals,1,2
1,1,4,192,1,62,stimuli/animals/goat.jpg,Mammals,2,3
1,1,4,193,NA,NA,stimuli/attention_check/white.jpg,NA,NA,NA
1,1,4,194,1,57,stimuli/animals/kangaroo.jpg,Mammals,1,2
1,1,4,195,1,70,stimuli/animals/bumblebee.jpg,Invertebrates,2,3
1,1,4,196,1,113,stimuli/animals/moth.jpg,Invertebrates,2,3
1,1,4,197,2,192,stimuli/tools/shovel.jpg,Household,1,1
1,1,4,198,2,185,stimuli/tools/circularsaw.jpg,Powertools,1,2
1,1,4,199,2,197,stimuli/tools/screwdriver.jpg,Toolbox,2,3
1,1,4,200,1,121,stimuli/animals/chinchilla.jpg,Mammals,2,3
1,1,4,201,2,218,stimuli/tools/drillbit.jpg,Powertools,1,1
1,1,4,202,1,130,stimuli/animals/grasshopper.jpg,Invertebrates,1,2
1,1,4,203,2,333,stimuli/tools/treadmill.jpg,Devices,1,1
1,1,4,204,2,298,stimuli/tools/paintgun.jpg,Powertools,2,3
1,1,4,205,1,79,stimuli/animals/deer.jpg,Mammals,1,1
1,1,4,206,1,112,stimuli/animals/crab.jpg,SeaDwellers,2,3
1,1,4,207,1,155,stimuli/animals/balloonfish.jpg,SeaDwellers,1,1
1,1,4,208,2,182,stimuli/tools/pliers.jpg,Toolbox,2,3
1,1,4,209,1,159,stimuli/animals/tragopan.jpg,Birds,2,3
1,1,4,210,1,174,stimuli/animals/malaysianjunglenymph.jpg,Invertebrates,1,1
1,1,4,211,2,274,stimuli/tools/hairdryer.jpg,Household,1,1
1,1,4,212,2,213,stimuli/tools/sledgehammer.jpg,Toolbox,2,3
1,1,4,213,1,72,stimuli/animals/koala.jpg,Mammals,1,1
1,1,4,214,1,52,stimuli/animals/otter.jpg,Mammals,1,1
1,1,4,215,1,51,stimuli/animals/meerkat.jpg,Mammals,2,3
1,1,4,216,2,312,stimuli/tools/pressuregauge.jpg,Toolbox,2,3
1,1,4,217,1,154,stimuli/animals/mahimahi.jpg,SeaDwellers,2,3
1,1,4,218,1,116,stimuli/animals/caiman.jpg,ReptilesAmph,1,2
1,1,4,219,2,309,stimuli/tools/carabiner.jpg,Toolbox,1,1
1,1,4,220,1,66,stimuli/animals/peacock.jpg,Birds,1,2
1,1,4,221,2,348,stimuli/tools/carpetblower.jpg,Powertools,2,3
1,1,4,222,1,32,stimuli/animals/turtle.jpg,ReptilesAmph,1,2
1,1,4,223,1,156,stimuli/animals/mealworm.jpg,Invertebrates,2,3
1,1,4,224,2,217,stimuli/tools/blower.jpg,Powertools,1,1
1,1,4,225,1,26,stimuli/animals/rhino.jpg,Mammals,1,1
1,1,4,226,1,22,stimuli/animals/giraffe.jpg,Mammals,2,3
1,1,4,227,1,6,stimuli/animals/pigeon.jpg,Birds,2,3
1,1,4,228,2,277,stimuli/tools/spraybottle.jpg,Household,1,1
1,1,4,229,2,201,stimuli/tools/electricdrill.jpg,Powertools,1,1
1,1,4,230,2,186,stimuli/tools/drill.jpg,Powertools,2,3
1,1,4,231,2,343,stimuli/tools/duster.jpg,Household,1,1
1,1,4,232,2,359,stimuli/tools/electricpipethreader.jpg,Powertools,1,2
1,1,4,233,1,106,stimuli/animals/seahorse.jpg,SeaDwellers,1,2
1,1,4,234,1,44,stimuli/animals/mink.jpg,Mammals,2,3
1,1,4,235,1,92,stimuli/animals/bullfrog.jpg,ReptilesAmph,1,2
1,1,4,236,2,304,stimuli/tools/watch.jpg,Devices,1,1
1,1,4,237,1,2,stimuli/animals/dog.jpg,Mammals,1,2
1,1,4,238,2,226,stimuli/tools/transmissionwrench.jpg,Toolbox,2,3
1,1,4,239,1,120,stimuli/animals/sugarglider.jpg,Mammals,1,2
1,1,4,240,1,68,stimuli/animals/camel.jpg,Mammals,2,3
1,1,4,241,2,183,stimuli/tools/wrench.jpg,Toolbox,1,1
1,1,4,242,2,257,stimuli/tools/hairbrush.jpg,Household,2,3
1,1,4,243,1,13,stimuli/animals/shark.jpg,SeaDwellers,2,3
1,1,4,244,1,17,stimuli/animals/leopard.jpg,Mammals,1,1
