order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_name_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp,corr_image,corr_reward
3,1,1,2,193,stimuli/tools/clamp.jpg,2,229,stimuli/tools/hedgeshears.jpg,Powertools,2,193,stimuli/tools/clamp.jpg,Toolbox,2,2,stimuli/cues/cue_white.jpg,1
3,1,2,1,121,stimuli/animals/chinchilla.jpg,1,94,stimuli/animals/jackal.jpg,Mammals,1,121,stimuli/animals/chinchilla.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
3,1,3,2,353,stimuli/tools/television.jpg,2,353,stimuli/tools/television.jpg,Devices,2,336,stimuli/tools/chainwrench.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
3,1,4,1,168,stimuli/animals/bushdog.jpg,1,168,stimuli/animals/bushdog.jpg,Mammals,1,49,stimuli/animals/llama.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
3,1,5,1,170,stimuli/animals/partridge.jpg,1,138,stimuli/animals/angelfish.jpg,SeaDwellers,1,170,stimuli/animals/partridge.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
3,1,6,2,333,stimuli/tools/treadmill.jpg,2,248,stimuli/tools/cart.jpg,Household,2,333,stimuli/tools/treadmill.jpg,Devices,2,2,stimuli/cues/cue_white.jpg,1
3,1,7,1,93,stimuli/animals/gerbil.jpg,1,137,stimuli/animals/springhare.jpg,Mammals,1,93,stimuli/animals/gerbil.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
3,1,8,2,194,stimuli/tools/hoe.jpg,2,194,stimuli/tools/hoe.jpg,Toolbox,2,309,stimuli/tools/carabiner.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
3,1,9,2,348,stimuli/tools/carpetblower.jpg,2,348,stimuli/tools/carpetblower.jpg,Powertools,2,347,stimuli/tools/blackboard.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
3,1,10,2,355,stimuli/tools/telephone.jpg,2,355,stimuli/tools/telephone.jpg,Devices,2,292,stimuli/tools/burnisher.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
3,1,11,1,110,stimuli/animals/beta.jpg,1,110,stimuli/animals/beta.jpg,SeaDwellers,1,57,stimuli/animals/kangaroo.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
3,1,12,1,74,stimuli/animals/reindeer.jpg,1,108,stimuli/animals/carp.jpg,SeaDwellers,1,74,stimuli/animals/reindeer.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
3,1,13,2,261,stimuli/tools/caulkinggun.jpg,2,255,stimuli/tools/dremel.jpg,Toolbox,2,261,stimuli/tools/caulkinggun.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
3,1,14,1,68,stimuli/animals/camel.jpg,1,171,stimuli/animals/woodlouse.jpg,Invertebrates,1,68,stimuli/animals/camel.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
3,1,15,2,277,stimuli/tools/spraybottle.jpg,2,277,stimuli/tools/spraybottle.jpg,Household,2,302,stimuli/tools/pencilsharpener.jpg,Devices,2,1,stimuli/cues/cue_white.jpg,1
3,1,16,1,29,stimuli/animals/penguin.jpg,1,29,stimuli/animals/penguin.jpg,Birds,1,69,stimuli/animals/porcupine.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
3,1,17,1,166,stimuli/animals/ibises.jpg,1,166,stimuli/animals/ibises.jpg,Birds,1,164,stimuli/animals/shieldbug.jpg,Invertebrates,1,1,stimuli/cues/cue_green.jpg,5
3,1,18,2,316,stimuli/tools/grapplinghook.jpg,2,316,stimuli/tools/grapplinghook.jpg,Toolbox,2,256,stimuli/tools/drillpress.jpg,Powertools,2,1,stimuli/cues/cue_white.jpg,1
3,1,19,1,25,stimuli/animals/orangutan.jpg,1,90,stimuli/animals/manatee.jpg,SeaDwellers,1,25,stimuli/animals/orangutan.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
3,1,20,2,216,stimuli/tools/viceclamp.jpg,2,216,stimuli/tools/viceclamp.jpg,Toolbox,2,313,stimuli/tools/airpump.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
3,1,21,2,202,stimuli/tools/flashlight.jpg,2,266,stimuli/tools/workbench.jpg,Powertools,2,202,stimuli/tools/flashlight.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
3,1,22,2,190,stimuli/tools/ruler.jpg,2,278,stimuli/tools/tape.jpg,Household,2,190,stimuli/tools/ruler.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
3,1,23,1,133,stimuli/animals/stinkbug.jpg,1,81,stimuli/animals/ostrich.jpg,Birds,1,133,stimuli/animals/stinkbug.jpg,Invertebrates,1,2,stimuli/cues/cue_green.jpg,5
3,1,24,1,161,stimuli/animals/catfish.jpg,1,161,stimuli/animals/catfish.jpg,SeaDwellers,1,27,stimuli/animals/tortoise.jpg,ReptilesAmph,1,1,stimuli/cues/cue_green.jpg,5
3,1,25,2,324,stimuli/tools/lighterbic.jpg,2,324,stimuli/tools/lighterbic.jpg,Household,2,360,stimuli/tools/engine.jpg,Devices,2,1,stimuli/cues/cue_white.jpg,1
3,1,26,2,322,stimuli/tools/walker.jpg,2,322,stimuli/tools/walker.jpg,Household,2,192,stimuli/tools/shovel.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
3,1,27,1,38,stimuli/animals/fox.jpg,1,82,stimuli/animals/yak.jpg,Mammals,1,38,stimuli/animals/fox.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
3,1,28,2,270,stimuli/tools/microscope.jpg,2,270,stimuli/tools/microscope.jpg,Household,2,240,stimuli/tools/rollingpin.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
3,1,29,1,177,stimuli/animals/rosechafer.jpg,1,123,stimuli/animals/earthworm.jpg,Invertebrates,1,177,stimuli/animals/rosechafer.jpg,Invertebrates,1,2,stimuli/cues/cue_green.jpg,5
3,1,30,1,55,stimuli/animals/crow.jpg,1,55,stimuli/animals/crow.jpg,Birds,1,32,stimuli/animals/turtle.jpg,ReptilesAmph,1,1,stimuli/cues/cue_green.jpg,5
3,1,31,2,342,stimuli/tools/crank.jpg,2,233,stimuli/tools/weedeater.jpg,Powertools,2,342,stimuli/tools/crank.jpg,Toolbox,2,2,stimuli/cues/cue_white.jpg,1
3,1,32,1,129,stimuli/animals/emu.jpg,1,3,stimuli/animals/rabbit.jpg,Mammals,1,129,stimuli/animals/emu.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
3,1,33,2,196,stimuli/tools/pruner.jpg,2,274,stimuli/tools/hairdryer.jpg,Household,2,196,stimuli/tools/pruner.jpg,Toolbox,2,2,stimuli/cues/cue_white.jpg,1
3,1,34,1,5,stimuli/animals/horse.jpg,1,176,stimuli/animals/firebug.jpg,Invertebrates,1,5,stimuli/animals/horse.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
3,1,35,2,225,stimuli/tools/gardenhose.jpg,2,239,stimuli/tools/iron.jpg,Household,2,225,stimuli/tools/gardenhose.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
3,1,36,2,245,stimuli/tools/padlock.jpg,2,305,stimuli/tools/whistle.jpg,Household,2,245,stimuli/tools/padlock.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
3,1,37,1,15,stimuli/animals/brown_bear.jpg,1,15,stimuli/animals/brown_bear.jpg,Mammals,1,33,stimuli/animals/cheetah.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
3,1,38,1,159,stimuli/animals/tragopan.jpg,1,114,stimuli/animals/snapper.jpg,SeaDwellers,1,159,stimuli/animals/tragopan.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
3,1,39,2,183,stimuli/tools/wrench.jpg,2,183,stimuli/tools/wrench.jpg,Toolbox,2,237,stimuli/tools/computermouse.jpg,Devices,2,1,stimuli/cues/cue_white.jpg,1
3,1,40,2,204,stimuli/tools/spoon.jpg,2,340,stimuli/tools/woodchipper.jpg,Powertools,2,204,stimuli/tools/spoon.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
3,1,41,2,325,stimuli/tools/microwave.jpg,2,329,stimuli/tools/auger.jpg,Toolbox,2,325,stimuli/tools/microwave.jpg,Devices,2,2,stimuli/cues/cue_white.jpg,1
3,1,42,1,42,stimuli/animals/frog.jpg,1,42,stimuli/animals/frog.jpg,ReptilesAmph,1,160,stimuli/animals/aardvark.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
3,1,43,1,65,stimuli/animals/minnow.jpg,1,78,stimuli/animals/canary.jpg,Birds,1,65,stimuli/animals/minnow.jpg,SeaDwellers,1,2,stimuli/cues/cue_green.jpg,5
3,1,44,2,291,stimuli/tools/battery.jpg,2,197,stimuli/tools/screwdriver.jpg,Toolbox,2,291,stimuli/tools/battery.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
3,1,45,2,208,stimuli/tools/stapler.jpg,2,208,stimuli/tools/stapler.jpg,Household,2,235,stimuli/tools/bottleopener.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
3,1,46,1,80,stimuli/animals/heckcattle.jpg,1,172,stimuli/animals/plantbug.jpg,Invertebrates,1,80,stimuli/animals/heckcattle.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
3,1,47,2,213,stimuli/tools/sledgehammer.jpg,2,213,stimuli/tools/sledgehammer.jpg,Toolbox,2,289,stimuli/tools/sprinkler.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
3,1,48,1,130,stimuli/animals/grasshopper.jpg,1,130,stimuli/animals/grasshopper.jpg,Invertebrates,1,142,stimuli/animals/palmcockatoo.jpg,Birds,1,1,stimuli/cues/cue_green.jpg,5
