order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_name_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp,corr_image,corr_reward
7,2,25,2,317,stimuli/tools/routerplane.jpg,2,317,stimuli/tools/routerplane.jpg,Toolbox,2,208,stimuli/tools/stapler.jpg,Household,2,1,stimuli/cues/cue_green.jpg,5
7,2,26,2,183,stimuli/tools/wrench.jpg,2,183,stimuli/tools/wrench.jpg,Toolbox,2,265,stimuli/tools/planer.jpg,Toolbox,2,1,stimuli/cues/cue_green.jpg,5
7,2,27,2,267,stimuli/tools/corkscrew.jpg,2,267,stimuli/tools/corkscrew.jpg,Household,2,348,stimuli/tools/carpetblower.jpg,Powertools,2,1,stimuli/cues/cue_green.jpg,5
7,2,28,1,150,stimuli/animals/millipede.jpg,1,100,stimuli/animals/finch.jpg,Birds,1,150,stimuli/animals/millipede.jpg,Invertebrates,1,2,stimuli/cues/cue_white.jpg,1
7,2,29,2,316,stimuli/tools/grapplinghook.jpg,2,320,stimuli/tools/tirespoon.jpg,Toolbox,2,316,stimuli/tools/grapplinghook.jpg,Toolbox,2,2,stimuli/cues/cue_green.jpg,5
7,2,30,2,236,stimuli/tools/chisel.jpg,2,292,stimuli/tools/burnisher.jpg,Toolbox,2,236,stimuli/tools/chisel.jpg,Toolbox,2,2,stimuli/cues/cue_green.jpg,5
7,2,31,1,45,stimuli/animals/moose.jpg,1,45,stimuli/animals/moose.jpg,Mammals,1,168,stimuli/animals/bushdog.jpg,Mammals,1,1,stimuli/cues/cue_white.jpg,1
7,2,32,1,38,stimuli/animals/fox.jpg,1,119,stimuli/animals/stickinsect.jpg,Invertebrates,1,38,stimuli/animals/fox.jpg,Mammals,1,2,stimuli/cues/cue_white.jpg,1
7,2,33,1,63,stimuli/animals/marlin.jpg,1,63,stimuli/animals/marlin.jpg,SeaDwellers,1,151,stimuli/animals/flounder.jpg,SeaDwellers,1,1,stimuli/cues/cue_white.jpg,1
7,2,34,2,294,stimuli/tools/fertilzerspread.jpg,2,339,stimuli/tools/weldinghelmet.jpg,Toolbox,2,294,stimuli/tools/fertilzerspread.jpg,Household,2,2,stimuli/cues/cue_green.jpg,5
7,2,35,1,14,stimuli/animals/tiger.jpg,1,146,stimuli/animals/anteater.jpg,Mammals,1,14,stimuli/animals/tiger.jpg,Mammals,1,2,stimuli/cues/cue_white.jpg,1
7,2,36,1,144,stimuli/animals/skunk.jpg,1,154,stimuli/animals/mahimahi.jpg,SeaDwellers,1,144,stimuli/animals/skunk.jpg,Mammals,1,2,stimuli/cues/cue_white.jpg,1
7,2,37,2,282,stimuli/tools/keys.jpg,2,259,stimuli/tools/smartphone.jpg,Devices,2,282,stimuli/tools/keys.jpg,Household,2,2,stimuli/cues/cue_green.jpg,5
7,2,38,2,287,stimuli/tools/scale.jpg,2,287,stimuli/tools/scale.jpg,Household,2,276,stimuli/tools/scratchawl.jpg,Toolbox,2,1,stimuli/cues/cue_green.jpg,5
7,2,39,2,232,stimuli/tools/umbrella.jpg,2,232,stimuli/tools/umbrella.jpg,Household,2,269,stimuli/tools/magnifyingglass.jpg,Household,2,1,stimuli/cues/cue_green.jpg,5
7,2,40,1,160,stimuli/animals/aardvark.jpg,1,160,stimuli/animals/aardvark.jpg,Mammals,1,179,stimuli/animals/seaslug.jpg,SeaDwellers,1,1,stimuli/cues/cue_white.jpg,1
7,2,41,2,189,stimuli/tools/measuringtape.jpg,2,270,stimuli/tools/microscope.jpg,Household,2,189,stimuli/tools/measuringtape.jpg,Toolbox,2,2,stimuli/cues/cue_green.jpg,5
7,2,42,1,96,stimuli/animals/toucan.jpg,1,96,stimuli/animals/toucan.jpg,Birds,1,86,stimuli/animals/turkey.jpg,Birds,1,1,stimuli/cues/cue_white.jpg,1
7,2,43,2,211,stimuli/tools/paintbrush.jpg,2,328,stimuli/tools/stove.jpg,Household,2,211,stimuli/tools/paintbrush.jpg,Household,2,2,stimuli/cues/cue_green.jpg,5
7,2,44,2,188,stimuli/tools/bolt.jpg,2,188,stimuli/tools/bolt.jpg,Toolbox,2,195,stimuli/tools/level.jpg,Toolbox,2,1,stimuli/cues/cue_green.jpg,5
7,2,45,1,34,stimuli/animals/owl.jpg,1,94,stimuli/animals/jackal.jpg,Mammals,1,34,stimuli/animals/owl.jpg,Birds,1,2,stimuli/cues/cue_white.jpg,1
7,2,46,2,255,stimuli/tools/dremel.jpg,2,255,stimuli/tools/dremel.jpg,Toolbox,2,353,stimuli/tools/television.jpg,Devices,2,1,stimuli/cues/cue_green.jpg,5
7,2,47,2,344,stimuli/tools/lantern.jpg,2,344,stimuli/tools/lantern.jpg,Household,2,230,stimuli/tools/sponge.jpg,Household,2,1,stimuli/cues/cue_green.jpg,5
7,2,48,1,83,stimuli/animals/dramaderry.jpg,1,126,stimuli/animals/redpanda.jpg,Mammals,1,83,stimuli/animals/dramaderry.jpg,Mammals,1,2,stimuli/cues/cue_white.jpg,1
7,2,49,2,181,stimuli/tools/hammer.jpg,2,227,stimuli/tools/wateringcan.jpg,Household,2,181,stimuli/tools/hammer.jpg,Toolbox,2,2,stimuli/cues/cue_green.jpg,5
7,2,50,1,170,stimuli/animals/partridge.jpg,1,13,stimuli/animals/shark.jpg,SeaDwellers,1,170,stimuli/animals/partridge.jpg,Birds,1,2,stimuli/cues/cue_white.jpg,1
7,2,51,2,226,stimuli/tools/transmissionwrench.jpg,2,226,stimuli/tools/transmissionwrench.jpg,Toolbox,2,244,stimuli/tools/mallet.jpg,Toolbox,2,1,stimuli/cues/cue_green.jpg,5
7,2,52,1,81,stimuli/animals/ostrich.jpg,1,81,stimuli/animals/ostrich.jpg,Birds,1,175,stimuli/animals/herculesbeetle.jpg,Invertebrates,1,1,stimuli/cues/cue_white.jpg,1
7,2,53,2,205,stimuli/tools/wheelbarrow.jpg,2,205,stimuli/tools/wheelbarrow.jpg,Household,2,291,stimuli/tools/battery.jpg,Household,2,1,stimuli/cues/cue_green.jpg,5
7,2,54,2,186,stimuli/tools/drill.jpg,2,187,stimuli/tools/saw.jpg,Toolbox,2,186,stimuli/tools/drill.jpg,Powertools,2,2,stimuli/cues/cue_green.jpg,5
7,2,55,1,73,stimuli/animals/pike.jpg,1,73,stimuli/animals/pike.jpg,SeaDwellers,1,157,stimuli/animals/mole.jpg,Mammals,1,1,stimuli/cues/cue_white.jpg,1
7,2,56,2,327,stimuli/tools/sparkplug.jpg,2,290,stimuli/tools/stroller.jpg,Household,2,327,stimuli/tools/sparkplug.jpg,Toolbox,2,2,stimuli/cues/cue_green.jpg,5
7,2,57,2,210,stimuli/tools/glove.jpg,2,247,stimuli/tools/razorblade.jpg,Household,2,210,stimuli/tools/glove.jpg,Household,2,2,stimuli/cues/cue_green.jpg,5
7,2,58,1,111,stimuli/animals/cockatiel.jpg,1,101,stimuli/animals/ant.jpg,Invertebrates,1,111,stimuli/animals/cockatiel.jpg,Birds,1,2,stimuli/cues/cue_white.jpg,1
7,2,59,2,268,stimuli/tools/fan.jpg,2,300,stimuli/tools/digitalcamera.jpg,Devices,2,268,stimuli/tools/fan.jpg,Household,2,2,stimuli/cues/cue_green.jpg,5
7,2,60,1,35,stimuli/animals/salmon.jpg,1,35,stimuli/animals/salmon.jpg,SeaDwellers,1,40,stimuli/animals/chimp.jpg,Mammals,1,1,stimuli/cues/cue_white.jpg,1
