order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp
3,1,36,2,351,2,351,stimuli/tools/beaker.jpg,Household,2,220,stimuli/tools/jumpercables.jpg,Toolbox,2,1
3,1,37,2,349,2,349,stimuli/tools/faxmachine.jpg,Devices,2,199,stimuli/tools/vicegrips.jpg,Toolbox,2,1
3,1,38,1,7,1,41,stimuli/animals/monkey.jpg,Mammals,1,7,stimuli/animals/sheep.jpg,Mammals,1,2
3,1,39,2,323,2,219,stimuli/tools/handsander.jpg,Powertools,2,323,stimuli/tools/weldershammer.jpg,Toolbox,2,2
3,1,40,2,260,2,260,stimuli/tools/carjack.jpg,Toolbox,2,263,stimuli/tools/mixer.jpg,Household,2,1
3,1,41,1,139,1,53,stimuli/animals/baldeagle.jpg,Birds,1,139,stimuli/animals/armadillo.jpg,Mammals,1,2
3,1,42,1,37,1,20,stimuli/animals/shrimp.jpg,SeaDwellers,1,37,stimuli/animals/baboon.jpg,Mammals,1,2
3,1,43,2,200,2,200,stimuli/tools/clippers.jpg,Toolbox,2,246,stimuli/tools/plunger.jpg,Household,2,1
3,1,44,2,312,2,312,stimuli/tools/pressuregauge.jpg,Toolbox,2,354,stimuli/tools/typewriter.jpg,Household,2,1
3,1,45,2,244,2,244,stimuli/tools/mallet.jpg,Toolbox,2,335,stimuli/tools/binoculars.jpg,Household,2,1
3,1,46,1,165,1,151,stimuli/animals/flounder.jpg,SeaDwellers,1,165,stimuli/animals/caterpillar.jpg,Invertebrates,1,2
3,1,47,2,238,2,238,stimuli/tools/edger.jpg,Powertools,2,304,stimuli/tools/watch.jpg,Devices,2,1
3,1,48,1,56,1,56,stimuli/animals/donkey.jpg,Mammals,1,103,stimuli/animals/prayingmantis.jpg,Invertebrates,1,1
3,1,49,2,185,2,185,stimuli/tools/circularsaw.jpg,Powertools,2,310,stimuli/tools/compass.jpg,Toolbox,2,1
3,1,50,2,181,2,181,stimuli/tools/hammer.jpg,Toolbox,2,227,stimuli/tools/wateringcan.jpg,Household,2,1
3,1,51,2,212,2,212,stimuli/tools/scissors.jpg,Toolbox,2,184,stimuli/tools/fishtailchisel.jpg,Toolbox,2,1
3,1,52,1,112,1,26,stimuli/animals/rhino.jpg,Mammals,1,112,stimuli/animals/crab.jpg,SeaDwellers,1,2
3,1,53,1,50,1,120,stimuli/animals/sugarglider.jpg,Mammals,1,50,stimuli/animals/lobster.jpg,SeaDwellers,1,2
3,1,54,2,226,2,226,stimuli/tools/transmissionwrench.jpg,Toolbox,2,308,stimuli/tools/blender.jpg,Household,2,1
3,1,55,1,143,1,71,stimuli/animals/butterfly.jpg,Invertebrates,1,143,stimuli/animals/salamander.jpg,ReptilesAmph,1,2
3,1,56,1,102,1,102,stimuli/animals/ferret.jpg,Mammals,1,105,stimuli/animals/lizard.jpg,ReptilesAmph,1,1
3,1,57,2,339,2,339,stimuli/tools/weldinghelmet.jpg,Toolbox,2,294,stimuli/tools/fertilzerspread.jpg,Household,2,1
3,1,58,2,236,2,188,stimuli/tools/bolt.jpg,Toolbox,2,236,stimuli/tools/chisel.jpg,Toolbox,2,2
3,1,59,2,234,2,285,stimuli/tools/pick.jpg,Toolbox,2,234,stimuli/tools/whisk.jpg,Household,2,2
3,1,60,1,119,1,144,stimuli/animals/skunk.jpg,Mammals,1,119,stimuli/animals/stickinsect.jpg,Invertebrates,1,2
