order,conditionedCat,trial,stim_cat_enc,stim_number_enc,stim_name_enc,stim_cat_left,stim_number_left,stim_name_left,stim_cat_superord_left,stim_cat_right,stim_number_right,stim_name_right,stim_cat_superord_right,corr_cat,corr_resp,corr_image,corr_reward
2,1,14,2,262,stimuli/tools/fishingpole.jpg,2,262,stimuli/tools/fishingpole.jpg,Household,2,227,stimuli/tools/wateringcan.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
2,1,15,1,157,stimuli/animals/mole.jpg,1,157,stimuli/animals/mole.jpg,Mammals,1,11,stimuli/animals/elephantafrican.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
2,1,16,1,86,stimuli/animals/turkey.jpg,1,86,stimuli/animals/turkey.jpg,Birds,1,93,stimuli/animals/gerbil.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
2,1,17,2,358,stimuli/tools/crutches.jpg,2,358,stimuli/tools/crutches.jpg,Household,2,337,stimuli/tools/duffelbag.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
2,1,18,1,125,stimuli/animals/ladybug.jpg,1,125,stimuli/animals/ladybug.jpg,Invertebrates,1,44,stimuli/animals/mink.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
2,1,19,2,268,stimuli/tools/fan.jpg,2,201,stimuli/tools/electricdrill.jpg,Powertools,2,268,stimuli/tools/fan.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,20,1,15,stimuli/animals/brown_bear.jpg,1,15,stimuli/animals/brown_bear.jpg,Mammals,1,67,stimuli/animals/waterbuffalo.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
2,1,21,1,41,stimuli/animals/monkey.jpg,1,41,stimuli/animals/monkey.jpg,Mammals,1,171,stimuli/animals/woodlouse.jpg,Invertebrates,1,1,stimuli/cues/cue_green.jpg,5
2,1,22,1,53,stimuli/animals/baldeagle.jpg,1,28,stimuli/animals/duck.jpg,Birds,1,53,stimuli/animals/baldeagle.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
2,1,23,2,311,stimuli/tools/curlingiron.jpg,2,347,stimuli/tools/blackboard.jpg,Household,2,311,stimuli/tools/curlingiron.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,24,2,336,stimuli/tools/chainwrench.jpg,2,336,stimuli/tools/chainwrench.jpg,Toolbox,2,226,stimuli/tools/transmissionwrench.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
2,1,25,1,43,stimuli/animals/flamingo.jpg,1,3,stimuli/animals/rabbit.jpg,Mammals,1,43,stimuli/animals/flamingo.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
2,1,26,2,254,stimuli/tools/toaster.jpg,2,254,stimuli/tools/toaster.jpg,Household,2,352,stimuli/tools/jawsoflife.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
2,1,27,1,168,stimuli/animals/bushdog.jpg,1,145,stimuli/animals/vulture.jpg,Birds,1,168,stimuli/animals/bushdog.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
2,1,28,1,135,stimuli/animals/highlandcow.jpg,1,143,stimuli/animals/salamander.jpg,ReptilesAmph,1,135,stimuli/animals/highlandcow.jpg,Mammals,1,2,stimuli/cues/cue_green.jpg,5
2,1,29,2,264,stimuli/tools/mop.jpg,2,274,stimuli/tools/hairdryer.jpg,Household,2,264,stimuli/tools/mop.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,30,1,136,stimuli/animals/iguana.jpg,1,39,stimuli/animals/gorilla.jpg,Mammals,1,136,stimuli/animals/iguana.jpg,ReptilesAmph,1,2,stimuli/cues/cue_green.jpg,5
2,1,31,2,266,stimuli/tools/workbench.jpg,2,230,stimuli/tools/sponge.jpg,Household,2,266,stimuli/tools/workbench.jpg,Powertools,2,2,stimuli/cues/cue_white.jpg,1
2,1,32,1,82,stimuli/animals/yak.jpg,1,82,stimuli/animals/yak.jpg,Mammals,1,42,stimuli/animals/frog.jpg,ReptilesAmph,1,1,stimuli/cues/cue_green.jpg,5
2,1,33,2,295,stimuli/tools/grill.jpg,2,287,stimuli/tools/scale.jpg,Household,2,295,stimuli/tools/grill.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,34,1,31,stimuli/animals/ram.jpg,1,31,stimuli/animals/ram.jpg,Mammals,1,180,stimuli/animals/assassinbug.jpg,Invertebrates,1,1,stimuli/cues/cue_green.jpg,5
2,1,35,2,326,stimuli/tools/ropeandpulley.jpg,2,243,stimuli/tools/tongs.jpg,Household,2,326,stimuli/tools/ropeandpulley.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,36,1,165,stimuli/animals/caterpillar.jpg,1,109,stimuli/animals/starfish.jpg,SeaDwellers,1,165,stimuli/animals/caterpillar.jpg,Invertebrates,1,2,stimuli/cues/cue_green.jpg,5
2,1,37,1,48,stimuli/animals/hippo.jpg,1,48,stimuli/animals/hippo.jpg,Mammals,1,102,stimuli/animals/ferret.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
2,1,38,1,58,stimuli/animals/perch.jpg,1,58,stimuli/animals/perch.jpg,SeaDwellers,1,90,stimuli/animals/manatee.jpg,SeaDwellers,1,1,stimuli/cues/cue_green.jpg,5
2,1,39,2,294,stimuli/tools/fertilzerspread.jpg,2,273,stimuli/tools/extensioncord.jpg,Household,2,294,stimuli/tools/fertilzerspread.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,40,2,218,stimuli/tools/drillbit.jpg,2,218,stimuli/tools/drillbit.jpg,Powertools,2,348,stimuli/tools/carpetblower.jpg,Powertools,2,1,stimuli/cues/cue_white.jpg,1
2,1,41,2,319,stimuli/tools/telescope.jpg,2,298,stimuli/tools/paintgun.jpg,Powertools,2,319,stimuli/tools/telescope.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,42,1,140,stimuli/animals/crane.jpg,1,140,stimuli/animals/crane.jpg,Birds,1,38,stimuli/animals/fox.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
2,1,43,2,216,stimuli/tools/viceclamp.jpg,2,216,stimuli/tools/viceclamp.jpg,Toolbox,2,219,stimuli/tools/handsander.jpg,Powertools,2,1,stimuli/cues/cue_white.jpg,1
2,1,44,1,117,stimuli/animals/cricket.jpg,1,117,stimuli/animals/cricket.jpg,Invertebrates,1,173,stimuli/animals/phasmagigas.jpg,Invertebrates,1,1,stimuli/cues/cue_green.jpg,5
2,1,45,1,138,stimuli/animals/angelfish.jpg,1,138,stimuli/animals/angelfish.jpg,SeaDwellers,1,51,stimuli/animals/meerkat.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
2,1,46,1,12,stimuli/animals/racoon.jpg,1,12,stimuli/animals/racoon.jpg,Mammals,1,79,stimuli/animals/deer.jpg,Mammals,1,1,stimuli/cues/cue_green.jpg,5
2,1,47,2,283,stimuli/tools/magnet.jpg,2,283,stimuli/tools/magnet.jpg,Household,2,305,stimuli/tools/whistle.jpg,Household,2,1,stimuli/cues/cue_white.jpg,1
2,1,48,2,293,stimuli/tools/calculator.jpg,2,307,stimuli/tools/anvil.jpg,Toolbox,2,293,stimuli/tools/calculator.jpg,Devices,2,2,stimuli/cues/cue_white.jpg,1
2,1,49,1,155,stimuli/animals/balloonfish.jpg,1,88,stimuli/animals/blackleopard.jpg,Mammals,1,155,stimuli/animals/balloonfish.jpg,SeaDwellers,1,2,stimuli/cues/cue_green.jpg,5
2,1,50,1,54,stimuli/animals/bison.jpg,1,54,stimuli/animals/bison.jpg,Mammals,1,35,stimuli/animals/salmon.jpg,SeaDwellers,1,1,stimuli/cues/cue_green.jpg,5
2,1,51,2,247,stimuli/tools/razorblade.jpg,2,211,stimuli/tools/paintbrush.jpg,Household,2,247,stimuli/tools/razorblade.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,52,2,184,stimuli/tools/fishtailchisel.jpg,2,184,stimuli/tools/fishtailchisel.jpg,Toolbox,2,329,stimuli/tools/auger.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
2,1,53,2,276,stimuli/tools/scratchawl.jpg,2,276,stimuli/tools/scratchawl.jpg,Toolbox,2,194,stimuli/tools/hoe.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
2,1,54,1,85,stimuli/animals/hummingbird.jpg,1,74,stimuli/animals/reindeer.jpg,Mammals,1,85,stimuli/animals/hummingbird.jpg,Birds,1,2,stimuli/cues/cue_green.jpg,5
2,1,55,2,229,stimuli/tools/hedgeshears.jpg,2,229,stimuli/tools/hedgeshears.jpg,Powertools,2,182,stimuli/tools/pliers.jpg,Toolbox,2,1,stimuli/cues/cue_white.jpg,1
2,1,56,1,77,stimuli/animals/watusi.jpg,1,77,stimuli/animals/watusi.jpg,Mammals,1,152,stimuli/animals/clam.jpg,SeaDwellers,1,1,stimuli/cues/cue_green.jpg,5
2,1,57,2,318,stimuli/tools/stopwatch.jpg,2,303,stimuli/tools/stethoscope.jpg,Household,2,318,stimuli/tools/stopwatch.jpg,Devices,2,2,stimuli/cues/cue_white.jpg,1
2,1,58,2,223,stimuli/tools/rake.jpg,2,304,stimuli/tools/watch.jpg,Devices,2,223,stimuli/tools/rake.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,59,2,234,stimuli/tools/whisk.jpg,2,275,stimuli/tools/ladel.jpg,Household,2,234,stimuli/tools/whisk.jpg,Household,2,2,stimuli/cues/cue_white.jpg,1
2,1,60,2,315,stimuli/tools/generator.jpg,2,195,stimuli/tools/level.jpg,Toolbox,2,315,stimuli/tools/generator.jpg,Devices,2,2,stimuli/cues/cue_white.jpg,1
